ID,Datetime,Tweet,Categories,Ratting
4873,Thu Mar 07 14:56:11 +0000 2013,Going on a #diet? Ask yourself these 5 questions FIRST says @CynthiaSass http://wp.me/p2yZYB-kbA,Nutrition,2
4874,Thu Mar 07 14:45:59 +0000 2013,Want to tone your tummy? This #yoga move targets your abs and lower belly. #workout #fitness http://ow.ly/isp8T,Exercise,2
4875,Thu Mar 07 14:45:01 +0000 2013,Try our fun Move of the Week: The Prayer Halo (Hint--You need a Hula Hoop!) #exercise http://wp.me/p2yZYB-kcq,Exercise,2
4876,Thu Mar 07 13:25:41 +0000 2013,"Yaaawn! Now, what's for #breakfast? This Clementine Chai Pudding should do the trick! Plus, 120 more yummy ideas. http://ow.ly/itjXL",Other,2
4877,Thu Mar 07 00:25:26 +0000 2013,"""Good habits are just as addictive as bad habits. Make a new one now."" http://ow.ly/is1oS",Other,3
4878,Wed Mar 06 23:45:39 +0000 2013,"From tacos to enchiladas, healthier ways to create your favorite Mexican food classics. 25 Low-Fat Mexican #Recipes--http://ow.ly/isq2u",Nutrition,3
4879,Wed Mar 06 22:53:53 +0000 2013,Want to make freshly pressed juice? @CarrotsNCake reviews a juicer that does the job! http://wp.me/p2yZYB-k1z,Other,2
4880,Wed Mar 06 21:35:28 +0000 2013,Cardio isn't just about #running. There are plenty of ways to get moving that are fun and that target your interests! http://ow.ly/ist3b,Other,3
4881,Wed Mar 06 20:51:06 +0000 2013,An eye-tracking tool--a simple pair of goggles!--might quickly spot #stroke http://wp.me/p2yZYB-kaS,Other,2
4882,Wed Mar 06 20:36:20 +0000 2013,"What do you Eat for Energy? Tomorrow at 1 pm EST @CynthiaSass, RD will be here for a LIVE CHAT to talk about foods that fuel.",Nutrition,1
4883,Wed Mar 06 19:35:45 +0000 2013,Need a #workout that targets your upper arms? This #yoga move should do the trick! #fitness http://ow.ly/isoXu,Exercise,2
4884,Wed Mar 06 18:31:01 +0000 2013,"Our #Recipeoftheday packs protein and vitamins C, K, and A! Braised #Kale, Sausage, and Creamy Polenta.  http://ow.ly/isi6M",Other,2
4885,Wed Mar 06 17:45:29 +0000 2013,Looking to lose weight this month? Drop 12 pounds in just 30 days with this #weightloss plan. http://ow.ly/ishLU,Other,2
4886,Wed Mar 06 16:40:40 +0000 2013,"""The road to success is always under construction."" - Lily Tomlin http://ow.ly/is09V",Other,3
4887,Wed Mar 06 15:55:28 +0000 2013,Not sure what to make with that bag of lentils in your pantry or beets in your crisper? We've got a few ideas!... http://ow.ly/irZjf,Other,2
4888,Wed Mar 06 14:59:26 +0000 2013,"Check out these 5 awesome chia recipes from around the web, thanks @greatist! http://wp.me/p2yZYB-kbd",Nutrition,2
4889,Wed Mar 06 14:54:20 +0000 2013,March is National Colorectal Cancer Awareness Month: Here are 4 new ways to get screened http://wp.me/p2yZYB-k9I,Other,4
4890,Wed Mar 06 14:23:39 +0000 2013,Over 50? Checklist May Predict If You'll Be Alive in 10 Years http://wp.me/p2yZYB-kaT,Other,3
4891,Wed Mar 06 14:04:58 +0000 2013,One Word You Need To Stop Saying: Here's Why http://wp.me/p2yZYB-k9J,Other,1
4892,Wed Mar 06 13:31:09 +0000 2013,Good morning! Grab a cup of #coffee and stop sweating that morning cup of joe!  http://ow.ly/ipbtp,Nutrition,2
4893,Wed Mar 06 00:20:54 +0000 2013,Get your sleep tonight! It's a proven energy booster. http://ow.ly/ipoIo,Sleep,1
4894,Tue Mar 05 22:31:34 +0000 2013,3 powerful lessons you can learn from these inspiring centenarians #aging #running http://wp.me/p2yZYB-k5E,Other,2
4895,Tue Mar 05 22:17:43 +0000 2013,Too tired to work out? @JillianMichaels shares how-to-get-moving tips in this video http://wp.me/p2yZYB-k8t,Other,3
4896,Tue Mar 05 22:08:34 +0000 2013,Want to #win a trip to Wanderlust Yoga In The City or yoga lesson w/ friends? Enter Newtons Fruitful Pursuits Sweeps http://ow.ly/ipmyf,Exercise,3
4897,Tue Mar 05 21:04:21 +0000 2013,Afternoon coffee! ☕ Drinking as many as three 8-oz cups a day has proven #health benefits! #healthmagazine http://instagr.am/p/WfXpLEPiQg/,Other,2
4898,Tue Mar 05 20:15:22 +0000 2013,"Get a strong, sleek body with these mix-and-match #pilates moves! #workout #fitness http://ow.ly/ip0js",Exercise,2
4899,Tue Mar 05 19:35:48 +0000 2013,Congrats to our #yoga expert Kristin McGee (@thebendigirl) on her expected bundle of joy! Try some of her #yoga moves http://ow.ly/io4hq,Exercise,2
4900,Tue Mar 05 17:35:46 +0000 2013,It's Taco Tuesday! Try our #Recipeoftheday: Shredded tilapia fish tacos sprinkled with low-fat cheese! http://ow.ly/iol5h,Other,2
4901,Tue Mar 05 16:23:38 +0000 2013,We want to know: How do you motivate yourself when you're just not into working out? #fitness,Exercise,1
4902,Tue Mar 05 16:08:18 +0000 2013,You look gorgeous! Everyone at @goodhealth is very happy for you! @thebendigirl,Other,1
4903,Tue Mar 05 16:04:35 +0000 2013,Study shows people with Restless Legs Syndrome can indeed be helped by medication http://wp.me/p2yZYB-k9A,Other,2
4904,Tue Mar 05 16:02:21 +0000 2013,"Guess What? Our #yoga expert, Kristin McGee (@thebendigirl), and hubby are expecting a little bundle of joy! Wishing Kristin all the best!",Exercise,1
4905,Tue Mar 05 14:56:54 +0000 2013,"Want your #running shoes to last longer? (Of COURSE you do!) Here's how, from @fitsugar http://wp.me/p2yZYB-k9N",Other,2
4906,Tue Mar 05 13:35:39 +0000 2013,Have you taken your #vitamins this morning? Not sure which you need? We break it down for you: http://ow.ly/ilD5V,Other,2
4907,Tue Mar 05 00:25:34 +0000 2013,Want to wake up prettier? These #beauty boosters work straight through the night. http://ow.ly/il9Nu,Personal Care,2
4908,Mon Mar 04 23:16:00 +0000 2013,Did you know YOGA is one of the most effective ways to fight CELLULITE? Here's the jiggle-busting workout you need to try...,Exercise,2
4909,Mon Mar 04 21:42:32 +0000 2013,Pregnancy can permanently alter size and shape of women's feet! http://wp.me/p2yZYB-k8R,Other,2
4910,Mon Mar 04 21:37:49 +0000 2013,"Can't sleep? Try working out! #Exercise leads to better sleep, poll suggests http://wp.me/p2yZYB-k9n","Exercise, Sleep",3
4911,Mon Mar 04 21:07:31 +0000 2013,"@lucyann74 Yes! We've got some Home Remedies for Allergies, discussing what really works. Good luck! http://ow.ly/ilndF",Other,2
4912,Mon Mar 04 20:47:01 +0000 2013,Achoo! #Allergy season has already started in some parts of U.S. http://wp.me/p2yZYB-k8o,Other,2
4913,Mon Mar 04 20:45:48 +0000 2013,Meatless Monday #Recipe: Try this Roasted Tomato and Artichoke Flatbread Pizza! #vegetarian http://wp.me/p2yZYB-k95,Nutrition,2
4914,Mon Mar 04 19:31:53 +0000 2013,@lucyann74 Glad you enjoy them!,Other,0
4915,Mon Mar 04 19:07:41 +0000 2013,5 Ob-Gyn Procedures You Probably Don http://wp.me/p2yZYB-k8q,Other,1
4916,Mon Mar 04 19:02:21 +0000 2013,Our weight loss/nutrition expert @cynthiasass will be on our Facebook page for a live chat about Eating for Energy on 3/7 at 1 pm. EST.,Nutrition,1
4917,Mon Mar 04 17:47:11 +0000 2013,"This Southwestern dish combines protein-packed quinoa, fiery spices, and corn for under 220 calories. #Recipeoftheday http://ow.ly/ikJY1",Nutrition,2
4918,Mon Mar 04 16:50:44 +0000 2013,Clear skin may be the result of GOOD bacteria..#acne-free people seem to have skin-protecting strain http://wp.me/p2yZYB-k4q,Personal Care,2
4919,Mon Mar 04 16:35:42 +0000 2013,Got dry skin? Get refreshed with these Quick Skin Fixed for Cold Weather. #beauty http://ow.ly/ikqoU,"Nutrition, Personal Care",3
4920,Mon Mar 04 15:53:18 +0000 2013,Get refreshed with this tasty Beet-Carrot-Ginger Juice #=recipe from @CarrotsnCake! http://wp.me/p2yZYB-k1t,Other,2
4921,Mon Mar 04 14:54:45 +0000 2013,"Burn fat fast with @JillianMichaels' #Workout, featuring 7 moves to tone up, burn #calories, and build muscle. http://ow.ly/ik8O9","Nutrition, Exercise",3
4922,Mon Mar 04 13:35:47 +0000 2013,"Happy Monday! Start your week with a little fuzzy fruit - aka #KIWI. It's loaded with vitamin C, potassium, &amp; fiber! http://ow.ly/ii8AR",Other,2
4923,Mon Mar 04 00:15:36 +0000 2013,Start tomorrow off right with our 3-Week Meal Plan to a Slimmer You! #weightloss http://ow.ly/ieQma,Other,2
4924,Sun Mar 03 15:31:18 +0000 2013,Have a little too much fun this weekend? Soothe your hangover with one of these #Healthy Hangover Foods. http://ow.ly/i6FzH,Nutrition,2
4925,Sat Mar 02 00:30:52 +0000 2013,"Tomatoes are sweet, juicy, and packed with vitamins! Try out a tomato recipe tonight. http://ow.ly/ibI5u",Other,2
4926,Fri Mar 01 21:20:51 +0000 2013,"Heading for a drink after work? When it comes to snacking, stick to these #Healthy Happy-Hour #Snacks. http://ow.ly/i6Dki",Other,2
4927,Fri Mar 01 20:16:19 +0000 2013,It's the cardinal sin of skin—squeezing a zit. Find how bad those other #beauty habits are for you. http://ow.ly/iaDn6,Personal Care,2
4928,Fri Mar 01 19:54:32 +0000 2013,A resilient personality--able to handle tough stuff--helps heart (but we think #exercise could boost both!) http://wp.me/p2yZYB-k5z,Exercise,2
4929,Fri Mar 01 19:35:11 +0000 2013,"Honey: The sticky, sweet pantry staple that can sweeten your tea AND hydrate dry skin! #beauty via @foxnewsmagazine http://ow.ly/ib0po",Personal Care,3
4930,Fri Mar 01 19:17:40 +0000 2013,"It's National Peanut Butter Lovers Day! (yep, heard that right) Try these 5 tasty #recipes http://wp.me/p2yZYB-k2q",Nutrition,2
4931,Fri Mar 01 18:25:40 +0000 2013,"Get out there and get #running! Before you do, @FitSugar says to make sure to stretch and strengthen those quads. http://ow.ly/iaZQX",Other,2
4932,Fri Mar 01 17:49:29 +0000 2013,"Worst diet mistake women make? @JillianMichaels shares, along w'slim-for-life tips in this video http://wp.me/p2yZYB-k30",Nutrition,3
4933,Fri Mar 01 17:40:27 +0000 2013,"These Thin Fish Fillets, coated with crispy sesame seeds, make for a perfect #dinner for #lent. #Recipeoftheday http://ow.ly/iaX9s",Other,2
4934,Fri Mar 01 16:35:45 +0000 2013,"Do you love puppies? Don't we all! Perk up with this adorable puppy video, plus more ways to get #happy now! http://ow.ly/iaOnb",Other,3
4935,Fri Mar 01 15:40:38 +0000 2013,Need a new look for the oncoming spring? @BobbiBrown has you covered with her Quick-and-Easy Makeover Tips! #beauty http://ow.ly/iaDbu,Personal Care,4
4936,Fri Mar 01 15:04:58 +0000 2013,@cmhads Awesome job! :),Other,0
4937,Fri Mar 01 14:35:46 +0000 2013,"Like what we're sharing? Sign up for weekly NEWSLETTERS, from Heart Health to Food &amp; Nutrition. http://ow.ly/i2usd",Nutrition,3
4938,Fri Mar 01 14:17:26 +0000 2013,Women burn WAY less calories on housework than they did in the past. And guess what? Fine with us! #diet http://wp.me/p2yZYB-k0B,Nutrition,2
4939,Fri Mar 01 13:20:18 +0000 2013,"Happy Friday! There's nothing like a banana to keep those mid-morning cravings at bay. Plus, more #breakfast foods. http://ow.ly/i9cfj",Nutrition,2
4940,Thu Feb 28 22:25:15 +0000 2013,"21-minutes. That's about how long it takes for exercise to reliably reduce #anxiety, studies show. http://ow.ly/i9aff","Exercise, Mental Health",3
4941,Thu Feb 28 21:02:47 +0000 2013,"We want to know: ""How do you motivate yourself when you're just not into working out?""",Other,1
4942,Thu Feb 28 20:10:19 +0000 2013,"Say oooom if you love #yoga! We've narrowed down yoga moves to help you tone &amp; slim your belly, butt, legs, &amp; hips. http://ow.ly/i8X60",Exercise,2
4943,Thu Feb 28 19:56:54 +0000 2013,Work those arms with this Move of the Week! The Wide to Narrow Push-Up http://wp.me/p2yZYB-k44,Other,2
4944,Thu Feb 28 19:09:24 +0000 2013,The surprisingly simple household factor that may help slow down the #flu http://wp.me/p2yZYB-k4t,Other,2
4945,Thu Feb 28 19:07:29 +0000 2013,Feel like you could use a farewell-to-February drink? Try this Minty Sake! #thirstythursday http://wp.me/p2yZYB-k4u,Other,2
4946,Thu Feb 28 18:10:58 +0000 2013,Juicy pomegranate seeds add tangy flavor to these delicious Chicken pomegranate Guacamole Tacos. #Recipeoftheday http://ow.ly/i8JpU,Other,2
4947,Thu Feb 28 17:53:27 +0000 2013,@TheLaughingCow Thanks for the mention!,Other,0
4948,Thu Feb 28 17:52:22 +0000 2013,@MSNHealth,Other,0
4949,Thu Feb 28 17:14:02 +0000 2013,Pick up the pace! 10 Ways to Walk Off Fat Faster. #cardio http://ow.ly/i8F3T,Other,3
4950,Thu Feb 28 16:20:45 +0000 2013,Has your mood been on the fritz lately? Check these 10 Subtle Signs of Bipolar Disorder. http://ow.ly/i4I3g,Mental Health,2
4951,Thu Feb 28 16:17:37 +0000 2013,"@eattravelrepeat You can sprinkle diced pears, diced apples, or almonds to get fiber as well.",Nutrition,1
4952,Thu Feb 28 15:40:14 +0000 2013,RT @cnnhealth: Today's #getfit tip @goodhealth: Use a headset so you can pace while on the a.m. conference call http://at.cnn.com/F8gF2Jz,Other,2
4953,Thu Feb 28 15:39:49 +0000 2013,@jen123086 Thanks so much for the shout out!,Other,0
4954,Thu Feb 28 15:17:09 +0000 2013,Add some raspberries to your morning bowl of oatmeal to add extra #fiber to your day! #breakfast http://ow.ly/i8l7O,Other,2
4955,Thu Feb 28 13:10:54 +0000 2013,Wake Up Slimmer with These Daily Tricks. The first? Power up with peanut butter. Yum! http://ow.ly/i4L5F,Other,2
4956,Thu Feb 28 00:40:29 +0000 2013,Complexion corrections! Our #beauty pros reveal simple new ways to fix the most common skin troubles. http://ow.ly/i6a30,Personal Care,4
4957,Thu Feb 28 00:15:39 +0000 2013,Kale is one of the healthiest veggies around. One serving (30 calories) has oodles of vitamins. Try these 11 #recipes http://ow.ly/i6S7K,Nutrition,2
4958,Wed Feb 27 21:35:39 +0000 2013,Zombie Diet Alert: Why won't the HCG diet craze die? What you MUST know about this #diet #weightloss http://wp.me/p2yZYB-k3d,Nutrition,2
4959,Wed Feb 27 21:01:41 +0000 2013,Turn that frown upside down! And - get younger while you do it. Tips for a youthful smile! #beauty http://ow.ly/i6Evj,Personal Care,3
4960,Wed Feb 27 20:47:55 +0000 2013,RT @fitfluential: How to Spend Less Time at the Gym http://ow.ly/i6sr2 @CarrotsNCake via @goodhealth #FitFluential,Other,2
4961,Wed Feb 27 20:47:36 +0000 2013,@briandayousloot Thanks for reading! :),Other,0
4962,Wed Feb 27 19:50:46 +0000 2013,Make living with #psoriasis a little easier with these tips. #skincare http://ow.ly/i4y7i,Personal Care,3
4963,Wed Feb 27 18:46:57 +0000 2013,Get bloat-free with these 5 simple steps to avoid belly bloating for good! http://ow.ly/i6Dxh,Other,3
4964,Wed Feb 27 17:21:37 +0000 2013,"Spice up your meal (breakfast, lunch, or dinner) with this Ranch-Style Eggs With Chorizo #Recipeoftheday http://ow.ly/i4Dck",Other,2
4965,Wed Feb 27 16:25:46 +0000 2013,Glossy hair? Glowing skin? Check and check! 100 simple days of #beauty tips! http://ow.ly/i4uWj,Personal Care,3
4966,Wed Feb 27 15:35:40 +0000 2013,Don't let gravity drag your body down! There's still plenty you can do to prevent it from happening. http://ow.ly/i4HoK,Other,2
4967,Wed Feb 27 15:16:12 +0000 2013,Bored with the elliptical? Try this 30-minute boredom-busting elliptical #workout from @carrotsncake http://wp.me/p2yZYB-jK1,Exercise,2
4968,Wed Feb 27 15:02:58 +0000 2013,5 must-know facts about eating disorders for Eating Disorders Awareness Week #eatingdisorder http://wp.me/p2yZYB-k21,Nutrition,2
4969,Wed Feb 27 14:41:07 +0000 2013,@fancy_fac3 Glad to hear it will help!,Other,0
4970,Wed Feb 27 14:39:41 +0000 2013,RT @goldsgym: Add these 5 quick #superfood additions to your #breakfast http://www.fitsugar.com/Quick-Superfood-Breakfast-Ideas-28286960 (ia @goodhealth,Nutrition,2
4971,Wed Feb 27 14:27:29 +0000 2013,Are you a hypochondriac? Study finds 'worried well' often just ignore negative test results http://wp.me/p2yZYB-k1s,Other,2
4972,Wed Feb 27 14:26:04 +0000 2013,FDA gives the OK to a drug for older women experiencing painful sex http://wp.me/p2yZYB-k2b,Other,2
4973,Wed Feb 27 13:05:34 +0000 2013,Have fun with your #workout (and even your kids!) with these hula-hoop moves. #fitness http://ow.ly/i4GHO,Exercise,2
4974,Wed Feb 27 00:45:50 +0000 2013,One of these 19 natural remedies for anxiety might help you get some sleep tonight. http://ow.ly/hWfcT,"Sleep, Mental Health",3
4975,Wed Feb 27 00:10:22 +0000 2013,Challenge yourself and get primal with this Animal-Inspired #Workout. #fitness http://ow.ly/i4Fsu,Exercise,2
4976,Tue Feb 26 23:26:12 +0000 2013,What can you learn from the Oscars? Check out these 5 #diet lessons from @CynthiaSass! http://wp.me/p2yZYB-k1l,Nutrition,2
4977,Tue Feb 26 23:12:33 +0000 2013,Get some shut eye! Your waist will thank you since less #sleep linked to junk-food bingeing #diet #weightloss http://wp.me/p2yZYB-k1I,"Nutrition, Sleep",3
4978,Tue Feb 26 23:07:59 +0000 2013,"PMS Misery? Try an Iron-Rich Diet from Veggies, Beans, Study Says #vegetarian http://wp.me/p2yZYB-k1F",Nutrition,2
4979,Tue Feb 26 22:31:52 +0000 2013,Looking for something to munch on before #dinner that won't ruin your appetite? We've got 5 great ideas! http://ow.ly/i2AsI,Nutrition,2
4980,Tue Feb 26 22:25:54 +0000 2013,"Stress myths uncovered! 9 Things to Stop Worrying About, Today! http://ow.ly/i4PWj",Mental Health,2
4981,Tue Feb 26 22:22:08 +0000 2013,RT @cynthiasass: My latest @goodhealth: 5 #nutrition &amp; #health lessons from this year's #Oscars telecast http://bit.ly/13S5Pi2,Nutrition,3
4982,Tue Feb 26 21:51:05 +0000 2013,"You need to eat for energy, but AVOID these 7 foods before you #exercise says @fitsugar #workout http://wp.me/p2yZYB-k0Y","Nutrition, Exercise",3
4983,Tue Feb 26 21:49:49 +0000 2013,It's National Pistachio Day! try these 5 tasty #recipes http://wp.me/p2yZYB-k07,Nutrition,1
4984,Tue Feb 26 20:48:10 +0000 2013,Check out this behind-the-scenes video of our cover shoot with March cover model @JillianMichaels! #slim4life http://wp.me/p2yZYB-k0C,Other,2
4985,Tue Feb 26 20:41:11 +0000 2013,Hate sticky gels and sprays? You’ll love these barely-there styling aids for soft hair. #beauty http://ow.ly/i4wxm,Personal Care,2
4986,Tue Feb 26 19:36:02 +0000 2013,Looking to torch some serious #calories this week? @JillianMichaels' Calorie-Burning #Workout does just that! http://ow.ly/i2z1b,"Nutrition, Exercise",3
4987,Tue Feb 26 18:41:38 +0000 2013,Which is healthier? Raw or cooked vegetables? Find out here: http://ow.ly/i2t2W,Other,2
4988,Tue Feb 26 17:46:58 +0000 2013,"Spread our #Recipeoftheday on a sandwich or use veggies to scoop it up. Tzatziki, plus more #healthy spreads. http://ow.ly/i49Gz",Other,2
4989,Tue Feb 26 16:46:39 +0000 2013,Can't kick that craving? You don't have to! Try these #Healthy #Snacks for Every Craving. http://ow.ly/i2ubq,Other,2
4990,Tue Feb 26 15:56:44 +0000 2013,Don't be intimidated by the many varieties of #yoga. This guide makes it easy to choose the best #yoga for your type. http://ow.ly/i3YmS,Exercise,2
4991,Tue Feb 26 14:46:05 +0000 2013,"Like what we're sharing? Sign up for weekly NEWSLETTERS, from Heart Health to Food &amp; Nutrition. http://ow.ly/hRE3H",Nutrition,3
4992,Tue Feb 26 13:46:09 +0000 2013,Good morning! Looking for a #healthy #breakfast pick-me-up? We've got 20 Best Foods To Eat for #Breakfast. http://ow.ly/i25c8,Nutrition,2
4993,Tue Feb 26 01:01:27 +0000 2013,Are you prepping your lunches for the week? We've got 9 #Healthy #Lunch #Recipes that are anything but ordinary. http://ow.ly/i2fRk,Nutrition,2
4994,Tue Feb 26 00:10:52 +0000 2013,#Fitness tip: #Walking 3.1 miles per hour (that's about a 19-minute mile) is the pace at which YOU'LL #BURN THE MOST #FAT....,Exercise,1
4995,Mon Feb 25 22:21:37 +0000 2013,Need an afternoon #snack but can't decide between salty or sweet? We've got both - and all under 80 #calories! http://ow.ly/i2pIA,Nutrition,2
4996,Mon Feb 25 21:27:26 +0000 2013,RT @time_inc: Veganize your meals! @goodhealth shows how this idea helped Beyonce shed post-baby weight: http://bit.ly/137Q8aG,Other,2
4997,Mon Feb 25 20:55:58 +0000 2013,Take 5 and move our body to these 5-minute Fat-Burning Exercises. #fitness #workout http://ow.ly/i2g3c,Exercise,2
4998,Mon Feb 25 19:47:57 +0000 2013,Looking to revamp your wardrobe? First find the Best Shapewear for Every Outfit. #fashion http://ow.ly/i2fJa,Other,2
4999,Mon Feb 25 18:40:43 +0000 2013,Feel young again with these 7 Steps to Defy Your Age Inside and Out! http://ow.ly/i1TYy,Other,3
5000,Mon Feb 25 18:31:54 +0000 2013,RT @thebendigirl: Get up and get moving for better #health! http://ow.ly/i1zHG @goodhealth #wellness,Other,2
5001,Mon Feb 25 18:07:14 +0000 2013,What to get in and out of the gym FAST? Check out these great tips from @carrotsncake! #exercise #fitness http://wp.me/p2yZYB-jHF,"Nutrition, Exercise",4
5002,Mon Feb 25 17:32:20 +0000 2013,"Getting sick of dry winter skin? Try these Winter Skincare Tips, from Head to Toe. #beauty http://ow.ly/i1SVu",Personal Care,3
5003,Mon Feb 25 16:46:30 +0000 2013,Drop 2 pounds in a week with these 10 Flat-Belly Tricks! #fitness http://ow.ly/i1MWm,Exercise,2
5004,Sat Feb 23 16:46:11 +0000 2013,"Going jean shopping this weekend? First, figure out the Best Jeans for Your Body! #fashion http://ow.ly/hUlM7",Other,2
5005,Sat Feb 23 14:46:14 +0000 2013,Happy Saturday! Wake up with one of these 138 #healthy #breakfast recipes! http://ow.ly/hUlbD,Nutrition,2
5006,Sat Feb 23 00:31:11 +0000 2013,Making a seafood dinner? Here are simple fish-handling tips that improve taste and reduce the risk of food poisoning. http://ow.ly/hUlGM,Nutrition,3
5007,Fri Feb 22 22:41:51 +0000 2013,"Worried about your relationship? It can literally make you sick, study says #anxiety #stress http://wp.me/p2yZYB-jZp",Mental Health,2
5008,Fri Feb 22 22:05:42 +0000 2013,Power up your mood with these foods for better moods. http://ow.ly/hUlCv,"Nutrition, Mental Health",3
5009,Fri Feb 22 19:46:17 +0000 2013,Hitting the movies tonight? Snack guilt-free with these 8 treats under 80 calories! http://ow.ly/hT6B9,Nutrition,2
5010,Fri Feb 22 19:29:11 +0000 2013,Diet or regular soda: Is #diabetes risk higher with artificially sweetened beverages? http://wp.me/p2yZYB-jYL,Nutrition,2
5011,Fri Feb 22 17:31:44 +0000 2013,Looking for a #healthy dinner for #lent? Try our low-cal #Recipeoftheday: Salmon Cakes with Dill Sauce http://ow.ly/hTi6X,Other,2
5012,Fri Feb 22 15:25:54 +0000 2013,"Beauty expert @BobbiBrown wants to know: ""What makes you feel pretty and powerful?"" Tell us here: http://ow.ly/hRDKN #beauty",Personal Care,2
5013,Fri Feb 22 13:45:51 +0000 2013,March cover girl @JillianMichaels has the Top 20 #Weightloss Tips to Keep Pounds Off. http://ow.ly/hUlxG,Other,3
5014,Thu Feb 21 23:45:31 +0000 2013,The week is nearing an end - why not relax and whip up one of these quick-and-easy chicken #recipes! http://ow.ly/hUlWj,Nutrition,2
5015,Thu Feb 21 22:32:12 +0000 2013,The perfect antidote for cold February days? Mexican Hot Chocolate! #recipe #thirstythursday http://wp.me/p2yZYB-jT3,Other,2
5016,Thu Feb 21 22:29:43 +0000 2013,Who races up the Empire State Building? I did! #running http://wp.me/p2yZYB-jRu,Other,2
5017,Thu Feb 21 22:26:37 +0000 2013,U.S. Kids Eating Fewer Calories Than In the Past http://wp.me/p2yZYB-jXS,Nutrition,1
5018,Thu Feb 21 19:29:32 +0000 2013,"Try our #MoveoftheWeek: Kettlebell Figure Eights. Your butt, hamstrings, quads will thank you! #exercise http://wp.me/p2yZYB-jXN",Exercise,2
5019,Thu Feb 21 19:15:55 +0000 2013,On a budget this month? We've got you covered with these 20 Ways to get Healthier for Free! http://ow.ly/hUlQA,Other,3
5020,Thu Feb 21 18:11:31 +0000 2013,Beyonce's post-baby #weightloss secret: Should YOU try it? #Diet expert @CynthiaSass has the deets http://wp.me/p2yZYB-jTE,Nutrition,2
5021,Thu Feb 21 17:03:26 +0000 2013,Get the barbecue flavor without the grilling with our #Recipeoftheday: Barbecue Chicken #Pizza: http://ow.ly/hTiiC,Other,2
5022,Thu Feb 21 15:46:13 +0000 2013,These three new #superfood combos will make your #healthy meal greater than the sum of its parts. http://ow.ly/hUlex,Nutrition,3
5023,Thu Feb 21 13:31:41 +0000 2013,"As winter drags on, so does the continuous beating our skin receives. Take care with these Winter #Skincare Tips. http://ow.ly/hUlnC","Nutrition, Personal Care",4
5024,Wed Feb 20 22:17:20 +0000 2013,"Liquid, pencil, marker, crayon, or gel? Here are some expert tips on how to shop for eyeliner #beauty #makeup http://wp.me/p2yZYB-jM5",Personal Care,3
5025,Wed Feb 20 22:15:38 +0000 2013,An apple a day may...keep you looking younger! Check out these awesome perks of apples. #beauty http://ow.ly/hTFkh,Personal Care,2
5026,Wed Feb 20 20:45:56 +0000 2013,Looking for some new pump-you-up music for your next workout? @JillianMichaels has you covered with her top 5. http://wp.me/p2yZYB-jEM,Exercise,3
5027,Wed Feb 20 19:40:09 +0000 2013,We've got easy and effective #weightloss strategies from top experts! 25 Surprising Ways to Lose Weight. http://ow.ly/hTxWY,Other,3
5028,Wed Feb 20 18:08:56 +0000 2013,@sparkpeople Inspirational story!,Other,0
5029,Wed Feb 20 18:08:39 +0000 2013,@linsey87 We agree! Thanks for reading.,Other,0
5030,Wed Feb 20 17:40:51 +0000 2013,3 ways to amp up your meals with coconut oil from our FAB blogger @carrotsncake! http://wp.me/p2yZYB-jIv,Other,3
5031,Wed Feb 20 17:29:03 +0000 2013,Is drinking red #wine REALLY good for you? Our friends @Greatist break it down! http://wp.me/p2yZYB-jSS,Nutrition,2
5032,Wed Feb 20 17:27:30 +0000 2013,Try our light and quick (only 20 minutes!) #Recipeoftheday: Sautéed Zucchini With Lemon-Thyme Chicken http://ow.ly/hTeTx,Other,2
5033,Wed Feb 20 16:25:37 +0000 2013,"Do you love puppy videos? So do we! And, they're just the trick to make you feel great. Here are 19 more tips: http://ow.ly/hSTtM",Nutrition,3
5034,Wed Feb 20 15:15:59 +0000 2013,"Like what we're sharing? Sign up for weekly NEWSLETTERS, from Heart Health to Food &amp; Nutrition. http://ow.ly/hRE3H",Nutrition,3
5035,Wed Feb 20 14:25:44 +0000 2013,"Tone up, burn calories, and build muscle with @JillianMichaels' 7 Easy Moves! #fitness #workout http://ow.ly/hRDCZ","Nutrition, Exercise",3
5036,Wed Feb 20 13:35:40 +0000 2013,Give yourself a Wednesday #humpday makeover with @BobbiBrown's #beauty tips. http://ow.ly/hRDnI,Personal Care,3
5037,Wed Feb 20 00:50:28 +0000 2013,"#COMFORTFOOD combos! This pulled pork taco with black beans, Brussels sprouts, and sweet potatoes is #DELISH! http://ow.ly/hlJoE",Nutrition,2
5038,Tue Feb 19 22:45:25 +0000 2013,Eat your way to health and happiness with our #Superfoods to Make You Happy! http://ow.ly/hRCWd,Nutrition,2
5039,Tue Feb 19 22:27:25 +0000 2013,RT @fitsugar: How to give your fridge a healthy makeover (via @goodhealth) http://fitsu.gr/28130339,Other,2
5040,Tue Feb 19 22:26:59 +0000 2013,@wholefoodspr Great idea! :) They have desks with treadmills too.,Nutrition,0
5041,Tue Feb 19 22:23:10 +0000 2013,@anacabrera Yes! Do you have a favorite green to mix in your salad?,Other,1
5042,Tue Feb 19 21:45:29 +0000 2013,Now's the time to start training for that 5- or 10K race you've been eyeing. Here are a few tips to get started: http://ow.ly/hRvvC #run,Exercise,3
